"ItemID","Subject","ItemGrade","PoolGrade","Claim","Target","DOK","StimID","AsmtType","ItemType","Calculator","IRT_A","IRT_B","IRT_C","IRT_Step1","IRT_Step2","IRT_Step3","IRT_Step4","IRT_Step5","IRT_Step6","IRT_Step7","IRT_Step8","Braille","Translation","ExtPool","SpaErrors"
"6077","Math",4,4,1,"F",1,NA,"CAT","mi","No",0.95074,-0.3271,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6087","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.59848,-0.66202,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6091","Math",4,4,1,"E",3,NA,"CAT","mc","No",0.96755,-1.99704,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6091","Math",4,3,1,"E",3,NA,"CAT","mc","No",0.96755,-1.99704,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"6093","Math",4,4,2,"C",2,NA,"CAT","mc","No",1.08236,-1.33921,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6380","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.86043,-1.10154,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6382","Math",4,4,1,"D",2,NA,"CAT","eq","No",1.16822,0.97808,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6384","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.83939,-1.28432,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6386","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.60775,-2.07154,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6388","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.75043,-1.01788,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6390","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.7142,-0.23961,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6392","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.85347,0.27667,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6394","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.06487,-0.75481,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6396","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.47369,1.02523,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6402","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.09373,-0.928,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6404","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.50454,-0.15639,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6406","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.62982,-2.16531,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6406","Math",4,5,1,"E",1,NA,"CAT","eq","No",0.62982,-2.16531,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"6408","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.71594,0.12663,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6410","Math",4,4,1,"E",1,NA,"CAT","eq","No",1.02358,0.06317,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6412","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.20347,0.39046,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6414","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.28135,-0.50912,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6416","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.3988,-0.43786,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6418","Math",4,4,1,"F",2,NA,"CAT","eq","No",0.65849,-0.48167,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6420","Math",4,4,3,"A",2,NA,"CAT","gi","No",0.34633,-1.32673,0,0,0.61807,-0.61807,NA,NA,NA,NA,NA,"",NA,0,0
"6422","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.81914,-1.71252,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6422","Math",4,5,1,"G",1,NA,"CAT","eq","No",0.81914,-1.71252,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"6424","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.97352,-1.70113,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6424","Math",4,5,1,"G",1,NA,"CAT","eq","No",0.97352,-1.70113,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"6426","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.69168,-1.80608,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6428","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.72038,-1.24268,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6430","Math",4,4,1,"G",2,NA,"CAT","eq","No",1.26704,0.01928,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6432","Math",4,4,1,"G",2,NA,"CAT","eq","No",1.00407,-0.28322,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6440","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.60178,0.04347,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6444","Math",4,4,1,"G",2,NA,"CAT","eq","No",0.79061,0.70016,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6590","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.88226,-0.02608,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6592","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.00845,0.00859,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6594","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.91443,-0.78882,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6596","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.03885,-0.68009,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6598","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.06549,-0.22825,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6600","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.99018,-0.76879,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6602","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.81048,-0.18733,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6606","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.85063,0.0746,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6608","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.04651,1.4308,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6610","Math",4,4,1,"E",2,NA,"CAT","eq","No",0.89754,1.47183,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"6614","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.03593,1.19255,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6616","Math",4,4,1,"E",2,NA,"CAT","eq","No",0.89807,1.38861,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6678","Math",4,4,4,"A",2,NA,"CAT","eq","No",0.84079,0.73075,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6712","Math",4,4,1,"G",2,NA,"CAT","eq","No",1.15283,0.44114,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6716","Math",4,4,1,"G",2,NA,"CAT","eq","No",0.77962,-0.24689,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"6720","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.9262,-0.32312,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7636","Math",4,5,1,"E",1,NA,"CAT","eq","No",0.52352,-2.66986,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7636","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.52352,-2.66986,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7638","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.63537,-1.16322,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7640","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.75609,-0.09318,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7642","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.80893,-1.94208,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7642","Math",4,5,1,"G",1,NA,"CAT","eq","No",0.80893,-1.94208,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7646","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.63284,0.47223,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7650","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.76009,0.7464,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,1
"7652","Math",4,4,1,"F",1,NA,"CAT","eq","No",1.27703,-0.64942,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7654","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.12914,-0.08626,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7658","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.04633,-0.20985,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7662","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.76743,-2.38941,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7662","Math",4,5,1,"D",2,NA,"CAT","eq","No",0.76743,-2.38941,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"7664","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.78068,-0.51516,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7668","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.92953,-0.75411,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7670","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.78469,0.35463,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7674","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.75883,-0.12436,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7676","Math",4,4,1,"H",1,NA,"CAT","eq","No",0.63824,0.05594,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7678","Math",4,4,1,"H",1,NA,"CAT","eq","No",0.7215,-0.33703,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7684","Math",4,4,1,"E",1,NA,"CAT","eq","No",1.14526,-0.78509,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7686","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.96534,-0.645,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7690","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.69928,-1.71672,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7694","Math",4,4,1,"G",1,NA,"CAT","eq","No",1.20731,0.86182,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7696","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.66349,-0.4382,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7698","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.68808,-0.42053,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7700","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.82541,-0.65306,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7702","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.61524,-0.45379,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7706","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.71409,-0.59391,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7708","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.68027,-1.07912,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7712","Math",4,4,1,"F",2,NA,"CAT","eq","No",0.90642,-0.98936,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7714","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.10122,-0.41567,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7718","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.07077,-0.54339,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7720","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.3495,-0.53152,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7722","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.06931,-0.71232,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7724","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.03737,0.04233,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7726","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.88352,0.05389,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7728","Math",4,4,1,"G",2,NA,"CAT","eq","No",0.75769,-0.24204,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7730","Math",4,4,1,"G",2,NA,"CAT","eq","No",0.892,0.57171,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7732","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.55223,-0.6156,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7734","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.32025,-1.263,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7736","Math",4,6,1,"H",2,NA,"CAT","eq","No",0.64684,-2.39812,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7736","Math",4,5,1,"H",2,NA,"CAT","eq","No",0.64684,-2.39812,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7736","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.64684,-2.39812,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7738","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.69584,-2.26337,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7738","Math",4,6,1,"H",2,NA,"CAT","eq","No",0.69584,-2.26337,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"7738","Math",4,5,1,"H",2,NA,"CAT","eq","No",0.69584,-2.26337,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"7740","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.89205,0.19667,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7744","Math",4,4,1,"E",2,NA,"CAT","eq","No",0.87146,-0.25815,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF",NA,0,0
"7748","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.18531,0.62037,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7750","Math",4,4,1,"H",1,NA,"CAT","eq","No",0.94332,1.09101,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7752","Math",4,4,1,"D",1,NA,"CAT","eq","No",1.09533,-0.0028,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7754","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.64707,-1.90566,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7756","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.92885,-0.34589,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7758","Math",4,4,1,"G",1,NA,"CAT","eq","No",0.67967,-1.65174,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7760","Math",4,4,1,"G",1,NA,"CAT","eq","No",1.05574,0.15044,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7764","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.12478,0.59022,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7766","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.30102,0.09954,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7919","Math",4,4,1,"F",2,NA,"CAT","eq","No",1.23794,-0.16759,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7921","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.83287,-1.78613,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7921","Math",4,5,1,"D",2,NA,"CAT","eq","No",0.83287,-1.78613,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7923","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.80864,-1.57629,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7925","Math",4,4,1,"E",1,NA,"CAT","eq","No",0.75914,-0.7199,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7927","Math",4,4,1,"G",1,NA,"CAT","eq","No",1.21682,0.74698,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"7929","Math",4,4,1,"G",1,NA,"CAT","eq","No",1.244,1.00892,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7931","Math",4,4,1,"D",1,NA,"CAT","eq","No",0.85728,-0.47781,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7933","Math",4,4,1,"F",2,NA,"CAT","eq","No",0.82769,-1.68882,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"7933","Math",4,5,1,"F",2,NA,"CAT","eq","No",0.82769,-1.68882,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"7935","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.33499,0.61944,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8850","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.5734,-1.29654,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,1
"8852","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.46577,-0.59298,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8854","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.53637,-1.01455,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8856","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.59493,-0.80769,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,1
"8858","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.44256,-0.43167,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8860","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.40441,0.0362,0,NA,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"8862","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.30949,0.52008,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8864","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.54364,-0.69288,0,NA,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"8868","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.65162,-1.02864,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8870","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.49301,-1.00704,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8872","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.47388,-0.15628,0,NA,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"8874","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.46165,-0.76648,0,NA,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"8876","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.76024,-0.98406,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8886","Math",4,3,1,"E",3,NA,"CAT","mc","No",0.94446,-1.87916,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"8886","Math",4,4,1,"E",3,NA,"CAT","mc","No",0.94446,-1.87916,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8888","Math",4,4,1,"E",3,NA,"CAT","mc","No",1.16227,-1.91287,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8888","Math",4,3,1,"E",3,NA,"CAT","mc","No",1.16227,-1.91287,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"8892","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.51639,-0.26168,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8894","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.19873,-0.08048,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"8896","Math",4,4,4,"E",3,NA,"CAT","mc","No",0.25778,1.75707,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8898","Math",4,4,2,"C",2,NA,"CAT","mc","No",1.00187,-1.37104,0,NA,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"8900","Math",4,4,2,"C",2,NA,"CAT","mc","No",0.83329,-1.45268,0,NA,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"8902","Math",4,4,2,"C",2,NA,"CAT","mc","No",0.86744,-1.42706,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9047","Math",4,4,2,"D",2,NA,"CAT","eq","No",1.12663,-0.0729,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9053","Math",4,4,2,"A",2,NA,"CAT","gi","No",1.07765,0.09666,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9069","Math",4,5,1,"D",2,NA,"CAT","eq","No",0.67157,-2.12547,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"9069","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.67157,-2.12547,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9071","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.91094,-1.53739,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9073","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.78664,-0.72018,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9081","Math",4,4,1,"E",1,NA,"CAT","eq","No",1.01736,0.0531,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"9089","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.00295,-0.18517,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9091","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.38366,0.23806,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"9095","Math",4,4,1,"E",2,NA,"CAT","eq","No",0.86912,-0.36523,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"9097","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.08201,0.38177,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9099","Math",4,4,1,"E",2,NA,"CAT","eq","No",1.02347,0.92294,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9101","Math",4,6,1,"H",2,NA,"CAT","eq","No",0.63168,-2.23978,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"9101","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.63168,-2.23978,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"9101","Math",4,5,1,"H",2,NA,"CAT","eq","No",0.63168,-2.23978,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",1,0
"9105","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.56136,-2.13137,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9107","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.73535,-0.17126,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"9109","Math",4,5,1,"H",2,NA,"CAT","eq","No",0.64497,-2.15281,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"9109","Math",4,6,1,"H",2,NA,"CAT","eq","No",0.64497,-2.15281,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"9109","Math",4,4,1,"H",2,NA,"CAT","eq","No",0.64497,-2.15281,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"9119","Math",4,4,2,"C",2,NA,"CAT","gi","No",0.5335,0.80175,0,0,0.23821,-0.23821,NA,NA,NA,NA,NA,"",NA,0,0
"9121","Math",4,4,2,"D",3,NA,"CAT","ti","No",0.47437,1.34789,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,1
"9129","Math",4,4,2,"A",2,NA,"CAT","eq","No",0.92227,1.94798,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"10120","Math",4,4,4,"E",3,NA,"CAT","eq","No",0.58793,1.84849,0,0,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"10126","Math",4,4,4,"A",3,NA,"CAT","eq","No",0.86411,0.87574,0,0,NA,NA,NA,NA,NA,NA,NA,"","spa",0,0
"10484","Math",4,5,1,"D",2,NA,"CAT","eq","No",0.75782,-2.7023,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0
"10484","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.75782,-2.7023,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"10486","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.93601,-1.05923,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"10488","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.84822,0.51988,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"10490","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.76979,-1.32532,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"10492","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.59889,0.78535,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,0
"10494","Math",4,4,1,"D",2,NA,"CAT","eq","No",0.68744,0.3645,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"11099","Math",4,4,4,"C",2,NA,"CAT","eq","No",1.41926,0.74443,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF",NA,0,0
"11107","Math",4,4,2,"C",2,NA,"CAT","gi","No",0.59055,1.11476,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"11215","Math",4,4,1,"I",2,NA,"CAT","ti","No",1.22586,-0.9484,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
"11217","Math",4,4,1,"I",2,NA,"CAT","ti","No",1.1646,0.19146,0,0,NA,NA,NA,NA,NA,NA,NA,"BRF","spa",0,1
"11219","Math",4,4,1,"I",2,NA,"CAT","ti","No",1.10344,-1.24236,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0
